person_id,label,gender_wikidata,basis,has_node,rep_entries,strand_entries,entries
donald_worster,Donald Worster,male,name_match_qid_unreviewed,False,1,2,environment;geography
dorothy_thompson,Dorothy Thompson,female,accepted_qid,True,6,5,biography;labourhistory;marx;political;social;women
douglass_north,Douglass North,male,name_match_qid_unreviewed,False,2,2,economic;quant
e_a_wrigley,E. A. Wrigley,unknown,no_wikidata_match,False,3,3,demography;quant;social
e_h_carr,E. H. Carr,male,name_match_qid_unreviewed,False,2,1,philhistory;truthdebate
ep_thompson,E. P. Thompson,male,accepted_qid,True,10,10,biography;culturalstudies;culture;economic;gender;karl;labourhistory;marx;political;social;technology
edward_burnett_tylor,Edward Burnett Tylor,male,label_consensus_1,False,1,1,anthropology
edward_said,Edward Said,male,label_consensus_1,False,1,1,post
eileen_power,Eileen Power,female,accepted_qid,True,4,3,biography;economic;social;women
eleanor_flexner,Eleanor Flexner,female,accepted_qid,True,2,2,political;women
emmanuel_le_roy_ladurie,Emmanuel Le Roy Ladurie,male,name_match_qid_unreviewed,False,1,1,annales
eric_hobsbawm,Eric Hobsbawm,male,accepted_qid,True,6,5,labourhistory;marx;nationalismstudies;revival;social;truthdebate
eric_williams,Eric Williams,male,accepted_qid,True,4,4,anticolonial;atlantic;economic;nationaltradition
eric_wolf,Eric Wolf,male,name_match_qid_unreviewed,False,2,2,anthropology;global
erik_h_erikson,Erik H. Erikson,unknown,no_wikidata_match,False,3,3,biography;freud;psychohistory
ernest_gellner,Ernest Gellner,male,label_consensus_1,False,1,1,nationalismstudies
eugene_genovese,Eugene Genovese,male,name_match_qid_unreviewed,False,1,1,newleft
ferdinand_de_saussure,Ferdinand de Saussure,male,label_consensus_1,False,1,1,saussure
fernand_braudel,Fernand Braudel,male,accepted_qid,True,2,2,annales;economic
frances_yates,Frances A. Yates,female,accepted_qid,True,3,2,memory;oldculture;science
fanon,Frantz Fanon,male,accepted_qid,True,2,1,anticolonial;nationalismstudies
franz_boas,Franz Boas,male,label_consensus_1,False,1,1,anthropology
frederick_jackson_turner,Frederick Jackson Turner,male,name_match_qid_unreviewed,False,1,1,progressive
friedrich_meinecke,Friedrich Meinecke,male,name_match_qid_unreviewed,False,2,2,historicism;nationaltradition
nietzsche,Friedrich Nietzsche,male,accepted_qid,True,4,4,conceptual;language;oldculture;philhistory
fritz_fischer,Fritz Fischer,male,name_match_qid_unreviewed,False,1,1,bielefeld
g_r_elton,G. R. Elton,unknown,no_wikidata_match,False,2,1,philhistory;truthdebate
gareth_stedman_jones,Gareth Stedman Jones,male,name_match_qid_unreviewed,False,3,3,historyworkshop;language;marx
gaston_bachelard,Gaston Bachelard,male,label_consensus_1,False,1,2,epistemology;karl
gayatri_chakravorty_spivak,Gayatri Chakravorty Spivak,female,label_consensus_1,False,2,2,post;subaltern
geoff_eley,Geoff Eley,male,name_match_qid_unreviewed,False,2,2,bielefeld;frankfurt
george_bancroft,George Bancroft,male,name_match_qid_unreviewed,False,1,1,nationaltradition
george_chauncey,George Chauncey,male,name_match_qid_unreviewed,False,1,1,queer
george_perkins_marsh,George Perkins Marsh,male,label_consensus_1,False,1,1,geography
george_sarton,George Sarton,male,name_match_qid_unreviewed,False,1,1,science
george_washington_williams,George Washington Williams,male,name_match_qid_unreviewed,False,1,1,black
georges_canguilhem,Georges Canguilhem,male,name_match_qid_unreviewed,False,1,1,epistemology
gerald_e_markle,Gerald E. Markle,unknown,no_wikidata_match,False,1,0,sts
gerda_lerner,Gerda Lerner,female,name_match_qid_unreviewed,False,2,2,identity;women
ryle,Gilbert Ryle,male,accepted_qid,True,3,2,anthropology;context;philhistory
giovanni_levi,Giovanni Levi,male,name_match_qid_unreviewed,False,2,2,biography;micro
gustav_schmoller,Gustav Schmoller,unknown,no_wikidata_match,False,3,2,economic;historicalecon;weber
hans_delbruck,Hans Delbrück,male,name_match_qid_unreviewed,False,2,1,military;wartradition
hans_mommsen,Hans Mommsen,male,name_match_qid_unreviewed,False,1,1,holocaust
hans_ulrich_wehler,Hans-Ulrich Wehler,male,name_match_qid_unreviewed,False,2,2,bielefeld;micro
white,Hayden White,male,accepted_qid,True,3,4,culture;language;philhistory;revival;truthdebate
helen_maud_cam,Helen Maud Cam,female,accepted_qid,True,2,1,biography;political
herbert_gutman,Herbert Gutman,male,name_match_qid_unreviewed,False,4,4,labourhistory;newleft;quant;social
howard_winant,Howard Winant,male,label_consensus_1,False,1,1,gender
immanuel_wallerstein,Immanuel Wallerstein,male,name_match_qid_unreviewed,False,1,1,dependency
ivy_pinchbeck,Ivy Pinchbeck,female,accepted_qid,True,2,2,economic;women
j_g_a_pocock,J. G. A. Pocock,male,name_match_qid_unreviewed,False,3,3,conceptual;context;intellectualhistory;political
j_h_plumb,J. H. Plumb,unknown,no_wikidata_match,False,1,1,consumption
jacob_burckhardt,Jacob Burckhardt,male,name_match_qid_unreviewed,False,1,1,oldculture
derrida,Jacques Derrida,male,accepted_qid,True,4,5,freud;gender;language;memory;saussure
lacan,Jacques Lacan,male,accepted_qid,True,3,3,freud;gender;language
jacques_le_goff,Jacques Le Goff,male,name_match_qid_unreviewed,False,1,2,annales;marx
james_c_petersen,James C. Petersen,unknown,no_wikidata_match,False,1,0,sts
james_george_frazer,James George Frazer,male,name_match_qid_unreviewed,False,1,1,anthropology
jan_vansina,Jan Vansina,male,name_match_qid_unreviewed,False,3,3,africanhist;ethnohistory;oral
jeffrey_weeks,Jeffrey Weeks,male,name_match_qid_unreviewed,False,1,1,queer
joan_wallach_scott,Joan Wallach Scott,female,name_match_qid_unreviewed,False,8,7,culture;demography;gender;identity;labourhistory;language;social;women
joanna_bourke,Joanna Bourke,female,name_match_qid_unreviewed,False,2,2,gender;military
johan_huizinga,Johan Huizinga,male,name_match_qid_unreviewed,False,2,2,oldculture;philhistory
john_brewer,John Brewer,male,name_match_qid_unreviewed,False,1,1,consumption
john_demilio,John D’Emilio,male,name_match_qid_unreviewed,False,3,3,identity;karl;queer
john_keegan,John Keegan,male,name_match_qid_unreviewed,False,2,2,military;wartradition
john_stuart_mill,John Stuart Mill,male,label_consensus_1,False,3,2,economictheory;nationaltradition;philhistory
john_thornton,John Thornton,male,name_match_qid_unreviewed,False,2,2,africanhist;atlantic
joyce_appleby,Joyce Appleby,female,name_match_qid_unreviewed,False,1,1,truthdebate
jules_michelet,Jules Michelet,male,name_match_qid_unreviewed,False,2,2,nationaltradition;philhistory
julia_cherry_spruill,Julia Cherry Spruill,female,label_consensus_1,True,3,1,consumption;social;women
jurgen_habermas,Jürgen Habermas,male,label_consensus_1,False,1,1,frankfurt
jurgen_kocka,Jürgen Kocka,male,label_consensus_1,False,1,1,bielefeld
k_o_dike,K. O. Dike,unknown,no_wikidata_match,False,1,1,africanhist
karl_marx,Karl Marx,male,name_match_qid_unreviewed,False,2,2,economictheory;karl
keith_jenkins,Keith Jenkins,male,name_match_qid_unreviewed,False,1,1,truthdebate
kenneth_pomeranz,Kenneth Pomeranz,male,name_match_qid_unreviewed,False,2,2,economic;global
kimberle_crenshaw,Kimberlé Crenshaw,female,label_consensus_1,False,2,2,gender;identity
lawrence_stone,Lawrence Stone,male,name_match_qid_unreviewed,False,2,3,biography;demography;revival
leopold_von_ranke,Leopold von Ranke,male,name_match_qid_unreviewed,False,4,3,historicism;philhistory;political;ranke;wartradition
lewis_namier,Lewis Namier,unknown,no_wikidata_match,False,2,2,biography;political
linda_tuhiwai_smith,Linda Tuhiwai Smith,female,label_consensus_1,False,2,2,identity;indigenous
althusser,Louis Althusser,male,accepted_qid,True,5,4,culturalstudies;epistemology;freud;karl;language
louis_hartz,Louis Hartz,male,label_consensus_2,False,1,1,progressive
louis_henry,Louis Henry,male,name_match_qid_unreviewed,False,2,2,demography;quant
lucien_febvre,Lucien Febvre,male,accepted_qid,True,3,4,annales;geography;marx;oldculture
lucy_maynard_salmon,Lucy Maynard Salmon,female,accepted_qid,True,6,3,consumption;economic;quant;ranke;social;women
wittgenstein,Ludwig Wittgenstein,male,accepted_qid,True,3,2,anthropology;context;philhistory
lynn_hunt,Lynn Hunt,female,name_match_qid_unreviewed,False,3,3,culture;political;truthdebate
lytton_strachey,Lytton Strachey,male,label_consensus_1,False,2,1,biography;lifetradition
marc_bloch,Marc Bloch,male,accepted_qid,True,3,4,annales;durkheim;marx;philhistory;social
margaret_c_jacob,Margaret C. Jacob,unknown,no_wikidata_match,False,1,1,truthdebate
martin_broszat,Martin Broszat,male,name_match_qid_unreviewed,False,1,1,holocaust
mary_ritter_beard,Mary Ritter Beard,female,accepted_qid,True,3,3,identity;progressive;women
maurice_halbwachs,Maurice Halbwachs,male,label_consensus_1,False,3,3,durkheim;epistemology;memory
max_horkheimer,Max Horkheimer,male,label_consensus_1,False,1,1,frankfurt
max_weber,Max Weber,male,name_match_qid_unreviewed,False,3,3,conceptual;historicalecon;weber
michael_howard,Michael Howard,male,name_match_qid_unreviewed,False,2,2,military;wartradition
michael_mann,Michael Mann,male,name_match_qid_unreviewed,False,1,1,historicalsociology
michael_omi,Michael Omi,male,label_consensus_1,False,1,1,gender
foucault,Michel Foucault,male,accepted_qid,True,5,5,culturalstudies;epistemology;language;queer;science
michel_de_certeau,Michel de Certeau,male,name_match_qid_unreviewed,False,2,2,biography;practice
natalie_zemon_davis,Natalie Zemon Davis,female,name_match_qid_unreviewed,False,5,4,biography;culture;revival;social;women
neil_mckendrick,Neil McKendrick,male,name_match_qid_unreviewed,False,1,1,consumption
elias,Norbert Elias,male,accepted_qid,True,1,2,anthropology;historicalsociology
partha_chatterjee,Partha Chatterjee,male,name_match_qid_unreviewed,False,4,4,nationalismstudies;nationaltradition;post;subaltern
paul_gilroy,Paul Gilroy,male,label_consensus_2,False,2,3,atlantic;culturalstudies;identity
paul_thompson,Paul Thompson,male,name_match_qid_unreviewed,False,1,1,oral
paul_vidal_de_la_blache,Paul Vidal de la Blache,male,name_match_qid_unreviewed,False,1,1,geography
perry_anderson,Perry Anderson,male,name_match_qid_unreviewed,False,1,1,historicalsociology
peter_gay,Peter Gay,male,name_match_qid_unreviewed,False,1,2,freud;psychohistory
peter_laslett,Peter Laslett,male,name_match_qid_unreviewed,False,2,3,context;demography;social
philip_curtin,Philip Curtin,unknown,no_wikidata_match,False,3,2,atlantic;global;quant
philippe_aries,Philippe Ariès,male,name_match_qid_unreviewed,False,1,1,demography
pierre_bourdieu,Pierre Bourdieu,male,label_consensus_3,False,3,4,biography;consumption;marx;practice
pierre_nora,Pierre Nora,male,name_match_qid_unreviewed,False,1,1,memory
quentin_skinner,Quentin Skinner,male,name_match_qid_unreviewed,False,4,4,conceptual;context;historicism;intellectualhistory;political
r_g_collingwood,R. G. Collingwood,male,name_match_qid_unreviewed,False,3,3,context;historicism;philhistory
r_h_tawney,R. H. Tawney,male,accepted_qid,True,2,1,economic;marx
ranajit_guha,Ranajit Guha,male,name_match_qid_unreviewed,False,3,3,nationaltradition;political;subaltern
raphael_samuel,Raphael Samuel,male,name_match_qid_unreviewed,False,6,5,historyworkshop;marx;memory;publichistory;spatialhistory;truthdebate
raul_hilberg,Raul Hilberg,male,name_match_qid_unreviewed,False,1,1,holocaust
raymond_williams,Raymond Williams,male,label_consensus_3,False,1,1,culturalstudies
reinhart_koselleck,Reinhart Koselleck,male,name_match_qid_unreviewed,False,3,2,conceptual;intellectualhistory;political
richard_hofstadter,Richard Hofstadter,male,name_match_qid_unreviewed,False,1,1,progressive
richard_hoggart,Richard Hoggart,male,label_consensus_1,False,1,1,culturalstudies
richard_j_evans,Richard J. Evans,male,name_match_qid_unreviewed,False,1,1,truthdebate
robert_fogel,Robert Fogel,male,name_match_qid_unreviewed,False,2,2,economic;quant
roger_schofield,Roger Schofield,male,name_match_qid_unreviewed,False,2,2,demography;quant
barthes,Roland Barthes,male,accepted_qid,True,4,6,anthropology;culturalstudies;language;nationaltradition;philhistory;saussure
roman_jakobson,Roman Jakobson,male,name_match_qid_unreviewed,False,2,3,freud;language;saussure
roy_porter,Roy Porter,male,name_match_qid_unreviewed,False,2,1,consumption;medicalhistory
ruth_schwartz_cowan,Ruth Schwartz Cowan,female,name_match_qid_unreviewed,False,1,1,technology
sanjay_subrahmanyam,Sanjay Subrahmanyam,male,name_match_qid_unreviewed,False,2,2,global;historicalsociology
saul_friedlander,Saul Friedländer,male,name_match_qid_unreviewed,False,1,1,holocaust
shahid_amin,Shahid Amin,male,name_match_qid_unreviewed,False,1,1,subaltern
sheila_jasanoff,Sheila Jasanoff,female,label_consensus_1,False,1,1,sts
sheila_rowbotham,Sheila Rowbotham,female,name_match_qid_unreviewed,False,2,2,historyworkshop;women
sidney_mintz,Sidney Mintz,unknown,no_wikidata_match,False,2,3,atlantic;consumption;economic
sigmund_freud,Sigmund Freud,unknown,no_wikidata_match,False,1,2,freud;psychohistory
staughton_lynd,Staughton Lynd,male,name_match_qid_unreviewed,False,3,2,labourhistory;newleft;oral
steve_woolgar,Steve Woolgar,male,label_consensus_1,False,1,1,sts
stuart_hall,Stuart Hall,male,label_consensus_8,False,2,3,culturalstudies;identity;language
terence_ranger,Terence Ranger,unknown,no_wikidata_match,False,2,2,africanhist;nationalismstudies
theda_skocpol,Theda Skocpol,female,name_match_qid_unreviewed,False,1,1,historicalsociology
theodor_w_adorno,Theodor W. Adorno,male,label_consensus_1,False,1,1,frankfurt
thomas_babington_macaulay,Thomas Babington Macaulay,male,label_consensus_1,False,1,1,nationaltradition
thomas_carlyle,Thomas Carlyle,male,name_match_qid_unreviewed,False,2,1,biography;lifetradition
kuhn,Thomas Kuhn,male,accepted_qid,True,2,1,context;science
thomas_p_hughes,Thomas P. Hughes,male,name_match_qid_unreviewed,False,2,2,sts;technology
thorold_rogers,Thorold Rogers,male,name_match_qid_unreviewed,False,1,1,historicalecon
trevor_pinch,Trevor Pinch,male,label_consensus_1,False,3,3,ssk;sts;technology
victoria_e_bonnell,Victoria E. Bonnell,female,name_match_qid_unreviewed,False,1,1,truthdebate
w_e_b_du_bois,W. E. B. Du Bois,male,name_match_qid_unreviewed,False,3,2,atlantic;black;identity
w_w_rostow,W. W. Rostow,unknown,no_wikidata_match,False,1,1,modern
walter_benjamin,Walter Benjamin,male,label_consensus_2,False,1,1,frankfurt
rodney,Walter Rodney,male,accepted_qid,True,6,6,africanhist;anticolonial;atlantic;dependency;economic;karl;social
wilhelm_dilthey,Wilhelm Dilthey,male,name_match_qid_unreviewed,False,3,3,biography;historicism;philhistory
william_appleman_williams,William Appleman Williams,male,name_match_qid_unreviewed,False,2,2,newleft;political
william_ashley,William Ashley,male,label_consensus_2,False,1,2,economic;historicalecon
william_cronon,William Cronon,male,name_match_qid_unreviewed,False,2,2,environment;urbanhistory
william_cunningham,William Cunningham,male,name_match_qid_unreviewed,False,1,1,historicalecon
william_dray,William Dray,unknown,no_wikidata_match,False,1,1,philhistory
william_h_mcneill,William H. McNeill,unknown,no_wikidata_match,False,1,1,global
william_h_sewell_jr,William H. Sewell Jr.,male,label_consensus_1,False,3,3,historicalsociology;practice;truthdebate
william_wells_brown,William Wells Brown,male,name_match_qid_unreviewed,False,2,2,biography;black
emile_durkheim,Émile Durkheim,male,label_consensus_1,False,2,1,durkheim;ssk
ernest_labrousse,Ernest Labrousse,male,accepted_qid,True,3,3,annales;economic;quant
francois_simiand,François Simiand,male,name_match_qid_unreviewed,False,3,3,annales;durkheim;economic
henri_pirenne,Henri Pirenne,male,name_match_qid_unreviewed,False,2,1,annales;economic
henri_berr,Henri Berr,male,name_match_qid_unreviewed,False,1,1,annales
roger_chartier,Roger Chartier,male,accepted_qid,True,3,3,annales;culture;technology
maurice_dobb,Maurice Dobb,male,accepted_qid,True,3,3,economic;karl;marx
rodney_hilton,Rodney Hilton,male,accepted_qid,True,4,2,annales;economic;marx;social
dona_torr,Dona Torr,female,accepted_qid,True,3,3,biography;karl;marx
steven_shapin,Steven Shapin,male,name_match_qid_unreviewed,False,1,1,science
simon_schaffer,Simon Schaffer,male,label_consensus_1,False,1,1,science
alexandre_koyre,Alexandre Koyré,male,label_consensus_1,False,1,2,epistemology;science
robert_k_merton,Robert K. Merton,male,label_consensus_1,False,1,1,science
daniel_lerner,Daniel Lerner,male,label_consensus_1,False,1,1,modern
talcott_parsons,Talcott Parsons,male,label_consensus_1,False,2,2,modern;weber
seymour_martin_lipset,Seymour Martin Lipset,male,name_match_qid_unreviewed,False,2,3,economictheory;modern;weber
ranginui_walker,Ranginui Walker,male,label_consensus_1,False,1,1,indigenous
jean_obrien,Jean M. O’Brien,unknown,no_wikidata_match,False,1,1,indigenous
john_hope_franklin,John Hope Franklin,male,name_match_qid_unreviewed,False,1,1,black
darlene_clark_hine,Darlene Clark Hine,female,name_match_qid_unreviewed,False,2,2,black;women
allan_nevins,Allan Nevins,male,name_match_qid_unreviewed,False,1,1,oral
helene_metzger,Hélène Metzger,female,label_consensus_1,False,1,1,science
anneliese_maier,Anneliese Maier,female,name_match_qid_unreviewed,False,1,1,science
ludwik_fleck,Ludwik Fleck,male,label_consensus_1,False,1,0,science
joseph_needham,Joseph Needham,male,name_match_qid_unreviewed,False,1,1,science
margaret_rossiter,Margaret W. Rossiter,female,name_match_qid_unreviewed,False,1,1,science
harry_collins,Harry Collins,female/male,label_mixed_4,False,1,1,ssk
john_henry,John Henry,male,name_match_qid_unreviewed,False,1,1,ssk
wiebe_bijker,Wiebe E. Bijker,unknown,no_wikidata_match,False,2,2,sts;technology
donna_haraway,Donna Haraway,female,name_match_qid_unreviewed,False,1,1,sts
wilhelm_roscher,Wilhelm Roscher,unknown,no_wikidata_match,False,1,1,historicalecon
carl_menger,Carl Menger,male,label_consensus_1,False,2,2,economictheory;historicalecon
carl_sauer,Carl O. Sauer,male,label_consensus_1,False,3,3,environment;geography;spatialhistory
aldo_leopold,Aldo Leopold,male,label_consensus_1,False,2,1,environment;geography
ramachandra_guha,Ramachandra Guha,male,name_match_qid_unreviewed,False,1,2,environment;post
madhav_gadgil,Madhav Gadgil,male,label_consensus_1,False,1,1,environment
richard_grove,Richard H. Grove,unknown,no_wikidata_match,False,1,1,environment
jane_carruthers,Jane Carruthers,female,name_match_qid_unreviewed,False,1,1,environment
elinor_melville,Elinor G. K. Melville,unknown,no_wikidata_match,False,1,1,environment
karl_polanyi,Karl Polanyi,male,name_match_qid_unreviewed,False,3,3,economic;economictheory;historicalsociology
alexander_gerschenkron,Alexander Gerschenkron,male,label_consensus_1,False,1,1,economic
jan_de_vries,Jan de Vries,male,name_match_qid_unreviewed,False,2,2,consumption;economic
mary_douglas,Mary Douglas,female,label_consensus_26,False,2,2,anthropology;consumption
baron_isherwood,Baron Isherwood,unknown,no_wikidata_match,False,1,1,consumption
igor_kopytoff,Igor Kopytoff,male,label_consensus_1,False,1,2,anthropology;consumption
victoria_de_grazia,Victoria de Grazia,female,name_match_qid_unreviewed,False,1,1,consumption
ellen_furlough,Ellen Furlough,female,name_match_qid_unreviewed,False,1,1,consumption
lee_benson,Lee Benson,male,name_match_qid_unreviewed,False,3,2,political;progressive;quant
stephan_thernstrom,Stephan Thernstrom,male,name_match_qid_unreviewed,False,3,3,quant;social;urbanhistory
stanley_engerman,Stanley L. Engerman,unknown,no_wikidata_match,False,2,2,economic;quant
john_hajnal,John Hajnal,male,label_consensus_1,False,1,1,demography
linda_pollock,Linda A. Pollock,female,name_match_qid_unreviewed,False,2,2,demography;psychohistory
james_lee,James Z. Lee,male,name_match_qid_unreviewed,False,1,2,demography;quant
wang_feng,Wang Feng,female/male,label_mixed_51,False,1,2,demography;quant
jim_oeppen,Jim Oeppen,unknown,no_wikidata_match,False,1,1,demography
ros_davies,Ros Davies,unknown,no_wikidata_match,False,1,1,demography
richard_wall,Richard Wall,male,name_match_qid_unreviewed,False,1,1,demography
frederick_cooper,Frederick Cooper,male,name_match_qid_unreviewed,False,4,4,africanhist;labourhistory;political;social
leonore_davidoff,Leonore Davidoff,female,name_match_qid_unreviewed,False,2,2,gender;social
reinhard_bendix,Reinhard Bendix,male,label_consensus_1,False,2,2,historicalsociology;weber
jack_goldstone,Jack A. Goldstone,unknown,no_wikidata_match,False,2,1,demography;historicalsociology
margaret_somers,Margaret R. Somers,unknown,no_wikidata_match,False,3,3,economictheory;historicalsociology;political;truthdebate
fred_block,Fred Block,unknown,no_wikidata_match,False,1,2,economictheory;historicalsociology
ute_frevert,Ute Frevert,female,name_match_qid_unreviewed,False,3,3,bielefeld;gender;women
simona_cerutti,Simona Cerutti,female,name_match_qid_unreviewed,False,1,1,micro
edoardo_grendi,Edoardo Grendi,male,name_match_qid_unreviewed,False,1,1,micro
hans_medick,Hans Medick,male,name_match_qid_unreviewed,False,1,1,micro
siegfried_kracauer,Siegfried Kracauer,male,label_consensus_1,False,1,1,micro
luisa_passerini,Luisa Passerini,female,name_match_qid_unreviewed,False,2,2,memory;oral
michael_frisch,Michael Frisch,male,label_consensus_3,False,2,2,oral;publichistory
sherna_berger_gluck,Sherna Berger Gluck,female,name_match_qid_unreviewed,False,1,1,oral
daphne_patai,Daphne Patai,female,label_consensus_1,False,1,1,oral
belinda_bozzoli,Belinda Bozzoli,female,label_consensus_1,False,3,3,africanhist;oral;women
mmantho_nkotsoe,Mmantho Nkotsoe,unknown,no_wikidata_match,False,1,1,oral
paul_connerton,Paul Connerton,male,label_consensus_1,False,1,1,memory
jan_assmann,Jan Assmann,male,name_match_qid_unreviewed,False,1,1,memory
aleida_assmann,Aleida Assmann,female,label_consensus_1,False,1,1,memory
jay_winter,Jay Winter,male,name_match_qid_unreviewed,False,2,2,memory;military
james_e_young,James E. Young,male,name_match_qid_unreviewed,False,2,2,holocaust;memory
sally_alexander,Sally Alexander,female,name_match_qid_unreviewed,False,3,4,freud;gender;historyworkshop;memory
anna_davin,Anna Davin,female,label_consensus_3,False,1,1,historyworkshop
miroslav_hroch,Miroslav Hroch,male,name_match_qid_unreviewed,False,1,1,nationalismstudies
michael_billig,Michael Billig,male,label_consensus_1,False,1,1,nationalismstudies
nira_yuval_davis,Nira Yuval-Davis,female,label_consensus_1,False,2,1,gender;nationalismstudies
emanuel_ringelblum,Emanuel Ringelblum,male,name_match_qid_unreviewed,False,1,1,holocaust
marion_a_kaplan,Marion A. Kaplan,female,name_match_qid_unreviewed,False,2,2,holocaust;women
shoshana_felman,Shoshana Felman,female,label_consensus_1,False,1,1,holocaust
dori_laub,Dori Laub,male,label_consensus_1,False,1,1,holocaust
yehuda_bauer,Yehuda Bauer,male,name_match_qid_unreviewed,False,1,1,holocaust
nechama_tec,Nechama Tec,female,name_match_qid_unreviewed,False,1,1,holocaust
homi_k_bhabha,Homi K. Bhabha,male,label_consensus_1,False,1,1,post
chandra_talpade_mohanty,Chandra Talpade Mohanty,female,label_consensus_1,False,2,1,gender;post
ann_laura_stoler,Ann Laura Stoler,female,name_match_qid_unreviewed,False,3,3,gender;post;queer
gyanendra_pandey,Gyanendra Pandey,male,name_match_qid_unreviewed,False,1,1,subaltern
gyan_prakash,Gyan Prakash,male,name_match_qid_unreviewed,False,2,1,science;subaltern
sumit_sarkar,Sumit Sarkar,male,name_match_qid_unreviewed,False,1,1,subaltern
aime_cesaire,Aimé Césaire,male,label_consensus_1,False,2,2,anticolonial;nationaltradition
amilcar_cabral,Amílcar Cabral,male,label_consensus_1,False,1,1,anticolonial
joseph_ki_zerbo,Joseph Ki-Zerbo,male,name_match_qid_unreviewed,False,1,1,africanhist
bethwell_a_ogot,Bethwell A. Ogot,unknown,no_wikidata_match,False,2,2,africanhist;nationaltradition
amadou_hampate_ba,Amadou Hampâté Bâ,male,name_match_qid_unreviewed,False,1,1,africanhist
samuel_johnson_yoruba,Samuel Johnson,male,name_match_qid_unreviewed,False,1,1,africanhist
a_adu_boahen,A. Adu Boahen,unknown,no_wikidata_match,False,1,1,africanhist
bolanle_awe,Bolanle Awe,female,name_match_qid_unreviewed,False,2,2,africanhist;women
ifi_amadiume,Ifi Amadiume,female,label_consensus_1,False,2,2,africanhist;gender
seymour_drescher,Seymour Drescher,male,name_match_qid_unreviewed,False,1,1,economic
william_cooper_nell,William Cooper Nell,male,name_match_qid_unreviewed,False,2,2,black;military
dorothy_porter_wesley,Dorothy Porter Wesley,unknown,no_wikidata_match,False,2,2,atlantic;black
