id,cat,strand,tags,type,year,authors,title,venue
env-jakes-egypt-2020,commodity_environmental,,"[""cotton"", ""Egypt"", ""finance"", ""colonial-economism""]",monograph,2020,"[""Aaron G. Jakes""]",Egypt's Occupation: Colonial Economism and the Crises of Capitalism,Stanford University Press
env-ross-ecologypower-2017,commodity_environmental,,"[""tropical"", ""environment"", ""empire"", ""synthesis""]",monograph,2017,"[""Corey Ross""]",Ecology and Power in the Age of Empire: Europe and the Transformation of the Tropical World,Oxford University Press
env-bosma-sugar-2023,commodity_environmental,,"[""sugar"", ""labour"", ""environment"", ""global""]",monograph,2023,"[""Ulbe Bosma""]","The World of Sugar: How the Sweet Stuff Transformed Our Politics, Health, and Environment over 2,000 Years",Belknap Press of Harvard University Press
env-immerwahr-hideempire-2019,commodity_environmental,,"[""guano"", ""territory"", ""empire"", ""USA"", ""absent-beckert""]",monograph,2019,"[""Daniel Immerwahr""]",How to Hide an Empire: A History of the Greater United States,"Farrar, Straus and Giroux"
can-daschuk-clearing-2013,canadian_plains,,"[""Canada"", ""starvation"", ""treaties"", ""CPR"", ""wheat"", ""genocide""]",monograph,2013,"[""James Daschuk""]","Clearing the Plains: Disease, Politics of Starvation, and the Loss of Aboriginal Life",University of Regina Press
can-carter-lostharvests-1990,canadian_plains,,"[""Canada"", ""reserve-farming"", ""policy"", ""agriculture""]",monograph,1990,"[""Sarah Carter""]",Lost Harvests: Prairie Indian Reserve Farmers and Government Policy,McGill-Queen's University Press
can-tobias-subjugation-1983,canadian_plains,,"[""Canada"", ""Cree"", ""treaties"", ""1885""]",article,1983,"[""John L. Tobias""]","Canada's Subjugation of the Plains Cree, 1879-1885",Canadian Historical Review
can-stonechild-waiser-loyal-1997,canadian_plains,,"[""Canada"", ""1885"", ""resistance"", ""repression""]",monograph,1997,"[""Blair Stonechild"", ""Bill Waiser""]",Loyal till Death: Indians and the North-West Rebellion,Fifth House Publishers
can-krasowski-nosurrender-2019,canadian_plains,,"[""Canada"", ""treaties"", ""law"", ""dispossession""]",monograph,2019,"[""Sheldon Krasowski""]",No Surrender: The Land Remains Indigenous,University of Regina Press
can-carter-monogamous-2008,canadian_plains,,"[""Canada"", ""gender"", ""marriage"", ""nation-building""]",monograph,2008,"[""Sarah Carter""]",The Importance of Being Monogamous: Marriage and Nation Building in Western Canada to 1915,University of Alberta Press
can-lux-medicine-2001,canadian_plains,,"[""Canada"", ""health"", ""disease"", ""starvation""]",monograph,2001,"[""Maureen K. Lux""]","Medicine That Walks: Disease, Medicine, and Canadian Plains Native People, 1880-1940",University of Toronto Press
can-lux-separatebeds-2016,canadian_plains,,"[""Canada"", ""health"", ""segregation"", ""institutions""]",monograph,2016,"[""Maureen K. Lux""]","Separate Beds: A History of Indian Hospitals in Canada, 1920s-1980s",University of Toronto Press
can-milloy-nationalcrime-1999,canadian_plains,,"[""Canada"", ""residential-schools"", ""assimilation""]",monograph,1999,"[""John S. Milloy""]","A National Crime: The Canadian Government and the Residential School System, 1879 to 1986",University of Manitoba Press
can-miller-shingwauk-1996,canadian_plains,,"[""Canada"", ""residential-schools"", ""child-labour""]",monograph,1996,"[""J. R. Miller""]",Shingwauk's Vision: A History of Native Residential Schools,University of Toronto Press
can-shewell-enough-2004,canadian_plains,,"[""Canada"", ""welfare"", ""dependency"", ""economy""]",monograph,2004,"[""Hugh Shewell""]","""Enough to Keep Them Alive"": Indian Welfare in Canada, 1873-1965",University of Toronto Press
can-titley-narrowvision-1986,canadian_plains,,"[""Canada"", ""Indian-Affairs"", ""pass-system"", ""bureaucracy""]",monograph,1986,"[""E. Brian Titley""]",A Narrow Vision: Duncan Campbell Scott and the Administration of Indian Affairs in Canada,University of British Columbia Press
can-ray-furtrade-1974,canadian_plains,,"[""Canada"", ""fur-trade"", ""economy"", ""antecedent""]",monograph,1974,"[""Arthur J. Ray""]","Indians in the Fur Trade: Their Role as Trappers, Hunters, and Middlemen in the Lands Southwest of Hudson Bay, 1660-1870",University of Toronto Press
can-tough-naturalresources-1996,canadian_plains,,"[""Canada"", ""economic-history"", ""Manitoba"", ""dispossession""]",monograph,1996,"[""Frank Tough""]","""As Their Natural Resources Fail"": Native Peoples and the Economic History of Northern Manitoba, 1870-1930",University of British Columbia Press
can-sprague-metis-1988,canadian_plains,,"[""Canada"", ""Metis"", ""scrip"", ""Manitoba"", ""dispossession""]",monograph,1988,"[""D. N. Sprague""]","Canada and the Métis, 1869-1885",Wilfrid Laurier University Press
can-stonge-saintlaurent-2004,canadian_plains,,"[""Canada"", ""Metis"", ""Manitoba"", ""economy""]",monograph,2004,"[""Nicole St-Onge""]","Saint-Laurent, Manitoba: Evolving Métis Identities, 1850-1914","Canadian Plains Research Center, University of Regina"
can-macdougall-oneofthefamily-2010,canadian_plains,,"[""Canada"", ""Metis"", ""kinship"", ""Saskatchewan""]",monograph,2010,"[""Brenda Macdougall""]",One of the Family: Metis Kinship in Northwestern Saskatchewan,University of British Columbia Press
can-innes-elderbrother-2013,canadian_plains,,"[""Canada"", ""Cree"", ""kinship"", ""Treaty-4"", ""law""]",monograph,2013,"[""Robert Alexander Innes""]",Elder Brother and the Law of the People: Contemporary Kinship and Cowessess First Nation,University of Manitoba Press
can-trc-honouring-2015,canadian_plains,,"[""Canada"", ""residential-schools"", ""cultural-genocide"", ""report""]",monograph,2015,"[""Truth and Reconciliation Commission of Canada""]","Honouring the Truth, Reconciling for the Future: Summary of the Final Report",McGill-Queen's University Press
con-mckendrick-birth-1982,consumer_society,,"[""consumer-revolution"", ""18c"", ""positive-histories"", ""absent-beckert""]",monograph,1982,"[""Neil McKendrick"", ""John Brewer"", ""J.H. Plumb""]",The Birth of a Consumer Society: The Commercialization of Eighteenth-Century England,Indiana University Press / Europa
con-brewer-porter-worldofgoods-1993,consumer_society,,"[""consumption"", ""material-culture"", ""early-modern""]",edited_volume,1993,"[""John Brewer"", ""Roy Porter""]",Consumption and the World of Goods,Routledge
con-breen-marketplace-2004,consumer_society,,"[""consumption"", ""politics"", ""American-Revolution"", ""citizen-consumer""]",monograph,2004,"[""T.H. Breen""]",The Marketplace of Revolution: How Consumer Politics Shaped American Independence,Oxford University Press
con-cohen-consumersrepublic-2003,consumer_society,,"[""consumption"", ""politics"", ""citizen-consumer"", ""gender"", ""postwar-USA""]",monograph,2003,"[""Lizabeth Cohen""]",A Consumers' Republic: The Politics of Mass Consumption in Postwar America,Alfred A. Knopf
con-glickman-buyingpower-2009,consumer_society,,"[""consumption"", ""activism"", ""politics""]",monograph,2009,"[""Lawrence B. Glickman""]",Buying Power: A History of Consumer Activism in America,University of Chicago Press
con-mcgovern-soldamerican-2006,consumer_society,,"[""consumption"", ""advertising"", ""citizenship"", ""nationalism""]",monograph,2006,"[""Charles F. McGovern""]","Sold American: Consumption and Citizenship, 1890–1945",University of North Carolina Press
con-hilton-consumerism-2003,consumer_society,,"[""consumption"", ""movements"", ""Britain""]",monograph,2003,"[""Matthew Hilton""]",Consumerism in Twentieth-Century Britain: The Search for a Historical Movement,Cambridge University Press
con-trentmann-empireofthings-2016,consumer_society,,"[""consumption"", ""global"", ""synthesis"", ""absent-beckert""]",monograph,2016,"[""Frank Trentmann""]","Empire of Things: How We Became a World of Consumers, from the Fifteenth Century to the Twenty-First",Allen Lane
con-leach-landofdesire-1993,consumer_society,,"[""consumption"", ""desire"", ""retail"", ""advertising""]",monograph,1993,"[""William R. Leach""]","Land of Desire: Merchants, Power, and the Rise of a New American Culture",Pantheon Books
con-marchand-advertising-1985,consumer_society,,"[""consumption"", ""advertising"", ""modernity""]",monograph,1985,"[""Roland Marchand""]","Advertising the American Dream: Making Way for Modernity, 1920–1940",University of California Press
con-cross-allconsuming-2000,consumer_society,,"[""consumption"", ""20c"", ""ideology""]",monograph,2000,"[""Gary Cross""]",An All-Consuming Century: Why Commercialism Won in Modern America,Columbia University Press
ndt-tsing-mushroom-2015,non_deterministic,,"[""assemblage"", ""salvage-accumulation"", ""environment"", ""anti-teleology""]",monograph,2015,"[""Anna Lowenhaupt Tsing""]",The Mushroom at the End of the World: On the Possibility of Life in Capitalist Ruins,Princeton University Press
ndt-tsing-friction-2005,non_deterministic,,"[""friction"", ""global"", ""contingency"", ""Indonesia""]",monograph,2005,"[""Anna Lowenhaupt Tsing""]",Friction: An Ethnography of Global Connection,Princeton University Press
ndt-tsing-arts-2017,non_deterministic,,"[""Anthropocene"", ""multispecies"", ""method""]",edited_volume,2017,"[""Anna Lowenhaupt Tsing"", ""Heather Anne Swanson"", ""Elaine Gan"", ""Nils Bubandt""]",Arts of Living on a Damaged Planet: Ghosts and Monsters of the Anthropocene,University of Minnesota Press
ndt-gibsongraham-endofcapitalism-1996,non_deterministic,,"[""diverse-economies"", ""feminist"", ""theory"", ""anti-totalization""]",monograph,1996,"[""J.K. Gibson-Graham""]",The End of Capitalism (As We Knew It): A Feminist Critique of Political Economy,Blackwell
ndt-gibsongraham-postcapitalist-2006,non_deterministic,,"[""diverse-economies"", ""community-economy"", ""politics""]",monograph,2006,"[""J.K. Gibson-Graham""]",A Postcapitalist Politics,University of Minnesota Press
ndt-sanyal-rethinking-2007,non_deterministic,,"[""postcolonial"", ""primitive-accumulation"", ""non-transition"", ""governmentality""]",monograph,2007,"[""Kalyan Sanyal""]","Rethinking Capitalist Development: Primitive Accumulation, Governmentality and Post-Colonial Capitalism",Routledge India
ndt-tomba-temporalities-2013,non_deterministic,,"[""Marx"", ""temporality"", ""theory"", ""non-linear""]",monograph,2013,"[""Massimiliano Tomba""]",Marx's Temporalities,Brill (Historical Materialism)
ndt-harootunian-marxaftermarx-2015,non_deterministic,,"[""Marx"", ""temporality"", ""subsumption"", ""global""]",monograph,2015,"[""Harry Harootunian""]",Marx After Marx: History and Time in the Expansion of Capitalism,Columbia University Press
ndt-denning-wageless-2010,non_deterministic,,"[""labour"", ""wageless"", ""precarity"", ""theory""]",article,2010,"[""Michael Denning""]",Wageless Life,New Left Review (II/66)
imp-drayton-naturesgov-2000,improvement_science,,"[""improvement"", ""botany"", ""empire"", ""science"", ""kept-edge-case""]",monograph,2000,"[""Richard Drayton""]","Nature's Government: Science, Imperial Britain, and the 'Improvement' of the World",Yale University Press
imp-grove-greenimperialism-1995,improvement_science,,"[""environment"", ""empire"", ""science"", ""conservation""]",monograph,1995,"[""Richard H. Grove""]","Green Imperialism: Colonial Expansion, Tropical Island Edens and the Origins of Environmentalism, 1600-1860",Cambridge University Press
imp-jonsson-enlightenment-2013,improvement_science,,"[""improvement"", ""Scotland"", ""environment"", ""Enlightenment""]",monograph,2013,"[""Fredrik Albritton Jonsson""]",Enlightenment's Frontier: The Scottish Highlands and the Origins of Environmentalism,Yale University Press
imp-warde-sustainability-2018,improvement_science,,"[""sustainability"", ""resources"", ""intellectual-history""]",monograph,2018,"[""Paul Warde""]","The Invention of Sustainability: Nature and Destiny, c. 1500-1870",Cambridge University Press
imp-schiebinger-plantsempire-2004,improvement_science,,"[""botany"", ""bioprospecting"", ""Atlantic"", ""gender"", ""knowledge""]",monograph,2004,"[""Londa Schiebinger""]",Plants and Empire: Colonial Bioprospecting in the Atlantic World,Harvard University Press
imp-irving-naturalscience-2008,improvement_science,,"[""science"", ""empire"", ""Bacon"", ""Locke""]",monograph,2008,"[""Sarah Irving""]",Natural Science and the Origins of the British Empire,Pickering & Chatto
imp-headrick-tentacles-1988,improvement_science,,"[""technology"", ""empire"", ""development"", ""transfer""]",monograph,1988,"[""Daniel R. Headrick""]","The Tentacles of Progress: Technology Transfer in the Age of Imperialism, 1850-1940",Oxford University Press
imp-jacob-scientificculture-1997,improvement_science,,"[""science"", ""industrialization"", ""Newtonian"", ""boundary-pro-improvement""]",monograph,1997,"[""Margaret C. Jacob""]",Scientific Culture and the Making of the Industrial West,Oxford University Press
imp-tarlow-archaeology-2007,improvement_science,,"[""improvement"", ""material-culture"", ""enclosure"", ""Britain""]",monograph,2007,"[""Sarah Tarlow""]","The Archaeology of Improvement in Britain, 1750-1850",Cambridge University Press
pos-griffin-libertysdawn-2013,positive,,"[""industrial-revolution"", ""standard-of-living"", ""agency"", ""Britain""]",monograph,2013,"[""Emma Griffin""]",Liberty's Dawn: A People's History of the Industrial Revolution,Yale University Press
pos-griffin-breadwinner-2020,positive,,"[""Victorian"", ""standard-of-living"", ""gender"", ""household""]",monograph,2020,"[""Emma Griffin""]",Bread Winner: An Intimate History of the Victorian Economy,Yale University Press
pos-bailey-leisureclass-1978,positive,,"[""leisure"", ""Victorian"", ""agency"", ""culture""]",monograph,1978,"[""Peter Bailey""]","Leisure and Class in Victorian England: Rational Recreation and the Contest for Control, 1830-1885",Routledge & Kegan Paul
pos-bailey-popularculture-1998,positive,,"[""leisure"", ""popular-culture"", ""performance"", ""Victorian""]",monograph,1998,"[""Peter Bailey""]",Popular Culture and Performance in the Victorian City,Cambridge University Press
pos-mccloskey-bourgeoisvirtues-2006,positive,,"[""ethics"", ""markets"", ""bourgeois"", ""ideas""]",monograph,2006,"[""Deirdre N. McCloskey""]",The Bourgeois Virtues: Ethics for an Age of Commerce,University of Chicago Press
pos-mccloskey-bourgeoisdignity-2010,positive,,"[""growth"", ""ideas"", ""great-enrichment"", ""anti-materialist""]",monograph,2010,"[""Deirdre N. McCloskey""]",Bourgeois Dignity: Why Economics Can't Explain the Modern World,University of Chicago Press
pos-mccloskey-bourgeoisequality-2016,positive,,"[""growth"", ""ideas"", ""equality"", ""liberalism""]",monograph,2016,"[""Deirdre N. McCloskey""]","Bourgeois Equality: How Ideas, Not Capital or Institutions, Enriched the World",University of Chicago Press
pos-hartwell-irgrowth-1971,positive,,"[""industrial-revolution"", ""standard-of-living"", ""optimist""]",monograph,1971,"[""R. M. Hartwell""]",The Industrial Revolution and Economic Growth,Methuen
pos-hayek-capitalismhistorians-1954,positive,,"[""polemic"", ""standard-of-living"", ""liberalism"", ""foil"", ""kept-edge-case""]",edited_volume,1954,"[""Friedrich A. Hayek""]",Capitalism and the Historians,University of Chicago Press
